530641,00000000000000000002da211f3d58dae02ac67049843a193da222bd2737d0ca,F2Pool,[2a01:4f8:221:1808::2]:15000,188.40.96.188:15000,88.99.107.117:8333,88.99.146.100:8333,[2a01:4f8:10a:2aa3::2]:8333,39.105.84.81:8333,217.182.197.228:8333,46.166.148.218:8333,47.95.211.213:8333,39.105.39.182:8333
530640,000000000000000000024f7d5654535180a238265c9e51b7acc11aeb949d7332,ConnectBTC,Not Found
530639,0000000000000000002beee3be592074ed99c06184c1d4ffeb332cc45a1f9186,AntPool,Not Found
530638,00000000000000000009724f1d1207211e673c6c9eaad9b4fd88e78b153ef134,SlushPool,89.39.106.159:9235,[2a01:4f8:192:db::2]:8333,[2a01:4f8:173:1622::2]:8333,148.251.83.196:8333,88.208.52.166:8333,[2a01:4f8:191:60a5::2]:8333,[2a01:4f8:202:7227::2]:8333,94.177.12.183:8333,93.170.13.15:8333,5.9.219.194:8333
530637,0000000000000000000de915c27445d573a4276100766743a00fac6a00e26025,BTC.com,59.110.218.88:8333,82.146.50.138:8333,39.106.144.187:8333,39.106.56.22:8333,39.105.84.81:8333,47.95.211.213:8333,145.239.5.54:8333,109.207.200.222:8333,47.106.195.221:8333,[2a01:4f8:13b:29d4::2]:8333
530636,00000000000000000023d12e70a37b6cf4855dec1e2c94a4260466954b294beb,BitFury,91.121.163.195:8333,91.106.188.229:8333,178.62.212.15:8333,[2a01:4f8:151:30c9::2]:8333,94.130.222.201:9354,104.199.84.208:8333,176.9.89.217:8333,91.121.141.195:8337,148.251.3.242:8333,37.187.31.161:8333
530635,00000000000000000024449888e5b5f690262a86cd31e6033378ec877d74dd53,F2Pool,59.110.241.148:8333,71.56.238.34:8333,47.95.211.213:8333,46.166.148.218:8333,39.106.56.22:8333,[2a01:4f8:13b:29d4::2]:8333,39.105.84.81:8333,5.9.157.183:8333,217.182.197.228:8333,136.243.64.23:8333
530634,00000000000000000013f50903f0e8e9b876d4a982a382804f4c3e82314bbe15,SlushPool,4cii7ryno5j3axe4.onion:8333,ep2mjzox3kvb6ax4.onion:8333,bup5n5e3kurvjzf3.onion:8333,3r44ddzjitznyahw.onion:8333,ndndword5lpb7eex.onion:8333,wg6vwmbrzyyzapun.onion:8333,usgghcnu4umg24rn.onion:8333,hda7fvzq3voh7mu6.onion:8333,recklessntttf5op.onion:8333,alhlegtjkdmbqsvt.onion:8333
530633,0000000000000000000977c48770b2fc1ace8f4fa1d1f031a1ffa7080d04b2be,BTC.com,88.99.107.117:8333,88.99.146.100:8333,[2a01:4f8:10a:2aa3::2]:8333,[2a00:1768:2001:24::148:218]:8333,46.166.148.218:8333,[2a01:4f8:13b:29d4::2]:8333,5.9.157.183:8333,136.243.64.23:8333,34.231.209.195:8333,85.25.185.210:8333
530632,000000000000000000180396323dcfe3e16a77247bc4c909bf73449bdae665bf,BTC.com,59.110.218.88:8333,82.146.50.138:8333,39.106.56.22:8333,88.99.107.117:8333,39.105.84.81:8333,46.166.148.218:8333,[2a01:4f8:13b:29d4::2]:8333,198.54.119.39:8333,47.106.195.221:8333,109.207.200.222:8333
530631,000000000000000000102d7a871f8f0bc78be5c4f655afe58542fea6388ee62b,AntPool,39.104.21.141:8333,39.104.92.51:8333,[2a01:4f8:161:6111::2]:8333,5.9.219.194:8333,5.9.32.134:8333,5.178.68.215:8333,54.255.214.76:8333,39.106.56.22:8333,95.216.36.231:8333,39.106.22.237:8333
530630,0000000000000000001fc2fd04da10d7b928e0877ebe52c20be6aff2f4bd9be8,SlushPool,185.37.216.225:8333,5.39.71.26:8800,35.178.128.119:8333,149.210.228.108:8333,[2a01:7c8:aaba:343::8333]:8333,185.37.216.211:8333,[2001:41d0:2:8362::1]:8333,91.121.220.98:8333,52.47.181.124:8333,109.169.85.110:8333
530629,0000000000000000002f7f3c931e7dd678f32320c118a5f55ad89a4543700c24,BTC.TOP,59.110.12.129:8333,88.99.107.117:8333,[2a00:1768:2001:24::148:218]:8333,46.166.148.218:8333,[2a01:4f8:13b:29d4::2]:8333,39.105.84.81:8333,5.9.157.183:8333,136.243.64.23:8333,[2001:41d0:a:5be5::3]:8333,[2a01:4f8:202:32c6::2]:8333
530628,000000000000000000018613e9581c4d23d32d5b322e90a16efd7bfb71c1879a,BTC.com,4cii7ryno5j3axe4.onion:8333,wg6vwmbrzyyzapun.onion:8333,51.15.136.118:8333,54.169.178.190:8333,13.114.243.132:8333,212.227.132.167:8333,[2001:8d8:91c:9200::5c:d425]:8333,23.94.28.250:8333,94.230.156.206:8333,188.241.58.147:8333
530627,0000000000000000002029b5b758832b082f1a68cfb17799518ff2e4bfb918dd,SlushPool,176.9.46.231:8333,144.76.108.6:8444,35.158.139.180:8333,[2a01:4f8:171:452::2]:8333,94.130.161.228:8333,5.189.173.197:8333,52.166.239.103:8333,95.183.54.100:8333,5.9.55.201:8333,144.76.201.183:8333
530626,00000000000000000034511d80e987fb5ed509257906aaef8fdfdd24e59eb3fd,ViaBTC,78.46.78.206:8333,54.37.199.108:8333,[2a01:4f8:221:801::2]:8333,47.254.131.24:8333,54.36.234.238:8333,88.208.52.166:8333,77.95.226.194:8333,145.239.5.53:8333,94.130.161.228:8333,54.37.91.117:8333
530625,00000000000000000016af1481a72950ef5afdbf38095fc5f7c9875438d664a8,DPOOL,4cii7ryno5j3axe4.onion:8333,alhlegtjkdmbqsvt.onion:8333,wg6vwmbrzyyzapun.onion:8333,3r44ddzjitznyahw.onion:8333,f3nfioh27j2xlfe5.onion:8333,bitcoin4rlfa4wqx.onion:8333,uzzyjgqlf47ackbr.onion:8333,toguvy5upyuctudx.onion:8333,24q4kmbciydj3a3n.onion:8333,cjuek22p4vv4hzbu.onion:8333
530624,0000000000000000001f72ebf8d05610f87228686c87e9987d6312bb24c86db5,Bitcoin.com,13.55.244.216:8333,39.77.108.31:8333,[2801:84:0:1034:76d4:35ff:fe7f:5033]:8333,103.247.110.69:8333,213.136.92.203:8333,[2a02:c207:2007:4699::1]:8333,73.1.152.163:8333,122.134.41.84:8333,153.37.41.207:8333,54.161.141.38:8333
530623,00000000000000000005105c607800d13734eda879e38bd7c6a54dc03e19e65f,AntPool,47.91.79.21:8333,[2a01:4f8:13a:723::2]:8333,[2001:41d0:d:dc9::]:8333,138.68.85.114:8333,159.65.80.235:8333,136.243.64.23:8333,54.37.199.108:8333,5.9.151.49:8333,[2a01:4f8:10b:d50::2]:8333,88.99.175.19:8333
530622,0000000000000000001e9a4694f257fc942e47ece3df04323d748f8f44e65a7d,SlushPool,34.248.201.207:8333,172.104.144.171:8333,[2a04:4540:6414:e401:222:4dff:feae:8107]:8333,[2a01:4f8:13a:723::2]:8333,217.182.197.228:8333,212.129.55.26:8333,95.216.36.231:8333,[2a01:4f9:2a:2518::2]:8333,94.130.236.195:8333,[2a01:4f9:2a:d54::2]:8333
530621,000000000000000000114b0e0770b4d31b8c8b33fa86d1b3216e61605ce82d5f,BTC.com,47.95.2.17:8333,39.106.22.237:8333,47.95.213.15:8333,47.95.211.213:8333,39.106.56.22:8333,39.106.49.32:8333,39.105.84.81:8333,46.166.148.218:8333,[2a01:4f8:13b:29d4::2]:8333,118.190.25.117:8333
530620,00000000000000000006a2f97f503b0178502141f7974e48e0c254a5c695ea59,SlushPool,[2a01:4f8:120:73ce::2]:8333,78.46.93.239:8333,91.195.42.134:8333,35.158.139.180:8333,[2a01:4f8:13b:29d4::2]:8333,46.166.148.218:8333,178.33.142.194:8333,54.64.103.190:8333,52.204.27.149:8333,167.99.161.132:8333
530619,0000000000000000000114104b193a83e98645fd1d0c72255d99be2668add7f8,BitClub,Not Found
530618,0000000000000000002aefc7d2adc7b85de7b8a2a76b443bc1dd92f8c4feabd1,BTC.TOP,Not Found
530617,0000000000000000001ccfacab8b7e90e0b58a0f56bc822d578f6543474b8649,ViaBTC,47.106.110.36:8333,47.106.197.80:8333,39.105.84.81:8333,47.106.195.221:8333,78.155.200.100:8333,185.224.80.108:8333,[2001:41d0:602:6c3::]:8333,[2a00:7c80:0:71::8]:8333,178.63.86.20:8333,144.76.91.109:8333
530616,00000000000000000024722e5dc3942546f25d3176c9ab94e7d8ef794c8f2eaf,AntPool,[2a01:4f8:201:610f::2]:8333,148.251.7.16:8333,47.95.211.213:8333,138.68.161.125:8333,47.95.213.15:8333,52.57.212.185:8333,85.93.91.154:8333,88.208.52.166:8333,52.56.47.154:8333,95.183.54.100:8333
530615,00000000000000000006a165407b6e4bf914e5eb63d45f6d7ee6b2915beeef7e,BTC.TOP,Not Found
530614,00000000000000000012c149c013263a5ff2455c6413227e98e1eaed85e00794,Poolin,39.105.48.188:8333,39.105.84.81:8333,39.105.82.14:8333,88.198.67.196:8333,47.91.91.63:8333,[2a02:c205:2017:4198::1]:8333,39.106.56.22:8333,176.9.31.76:8333,35.158.139.180:8333,47.106.195.221:8333
530613,000000000000000000239ef0318ed842fb50bf0b09785ff7bbb22d95230b5a77,ViaBTC,r3dsojfhwcm7x7p6.onion:8333,k2gdzvryrx7v6ksw.onion:8333,p7xaixskxoslbn6t.onion:8333,24q4kmbciydj3a3n.onion:8333,4cii7ryno5j3axe4.onion:8333,wg6vwmbrzyyzapun.onion:8333,usgghcnu4umg24rn.onion:8333,7qg6jdmahfxamay5.onion:8333,alhlegtjkdmbqsvt.onion:8333,j6p3cwj4hiwamzhm.onion:8333
530612,000000000000000000043a9f05e2a8c907b4287ceb41fd5cd6784b320ea148fb,AntPool,wg6vwmbrzyyzapun.onion:8333,5nir6d6nd5bolrkv.onion:8333,l5oddj46pvoddzd4.onion:8333,7qg6jdmahfxamay5.onion:8333,24q4kmbciydj3a3n.onion:8333,nkf5e6b7pl4jfd4a.onion:8333,4cii7ryno5j3axe4.onion:8333,in7r5ieo7ogkxbne.onion:8333,alhlegtjkdmbqsvt.onion:8333
530611,0000000000000000000e23bf986764c886a8eb47d08bad099456cd02e03fd441,BTC.com,wg6vwmbrzyyzapun.onion:8333,ul3rmazdin7ygr65.onion:8333,47.106.224.111:8333,[2a01:4f8:13b:e26::902]:8333,46.4.16.145:8333,34.232.232.166:8333,37.252.14.22:8333,46.101.251.72:8333,122.114.222.223:8333,47.91.95.206:8333
530610,000000000000000000093c59a2b98172088dd209a5a3bb604bd24c44936375a8,AntPool,47.106.103.189:8333,39.105.82.14:8333,52.79.43.206:8333,52.6.48.67:8333,151.80.42.213:8333,[2607:5300:204:412e::]:8333,144.217.11.46:8333,39.105.84.81:8333,54.71.103.252:8333,47.96.97.134:8333
530609,000000000000000000081b414b3241d059f03b064aa0dc0528f4de9cd0553434,ViaBTC,47.106.201.71:8333,47.106.176.157:8333,185.224.80.108:8333,78.155.200.100:8333,[2001:41d0:602:6c3::]:8333,[2a01:4f8:13b:29d4::2]:8333,31.204.147.56:8333,148.251.3.242:8333,136.243.64.23:8333,[2a01:4f8:13b:109e::2]:8333
530608,0000000000000000003041dc67fca502219c439cfc8b8513afcafbdeef82a801,BitFury,4cii7ryno5j3axe4.onion:8333,wg6vwmbrzyyzapun.onion:8333,r3dsojfhwcm7x7p6.onion:8333,24q4kmbciydj3a3n.onion:8333,3r44ddzjitznyahw.onion:8333,ep2mjzox3kvb6ax4.onion:8333,l5oddj46pvoddzd4.onion:8333,p7xaixskxoslbn6t.onion:8333,cw4iqvcdy67b5tpw.onion:8333,cjuek22p4vv4hzbu.onion:8333
530607,0000000000000000001b0025d714ef621ecc40194ca222e3f6cb79acbf1f5ad5,AntPool,[2a01:4f8:201:610f::2]:8333,148.251.7.16:8333,39.106.249.60:8333,[2a01:4f8:a0:53eb::2]:8333,47.95.211.213:8333,52.56.47.154:8333,[2a01:e35:2fb8:330:76d4:35ff:fe4e:3a93]:8333,52.57.212.185:8333,88.99.107.117:8333,39.106.249.33:8333
530606,000000000000000000336cb55c89fbff160ca42526b872a4f82acff024c835c3,BitClub,45.63.78.107:8333,88.99.107.117:8333,[2a00:1768:2001:24::148:218]:8333,46.166.148.218:8333,[2a01:4f8:13b:29d4::2]:8333,136.243.64.23:8333,217.182.197.228:8333,85.25.185.210:8333,45.59.68.75:8333,[2001:41d0:a:5be5::3]:8333
530605,000000000000000000215606e5f7cf5120faea51d897dcb9e027a4a64799272b,BTC.com,Not Found
