518093,0000000000000000002a04ab206fb34125af8d74385dfe30669410d89f6bc794,BTC.com,47.95.211.213:8333,39.106.159.183:8333,144.76.136.19:8333,84.16.38.218:8333,[2a01:4f8:192:1191::2]:8333,176.9.155.246:8333,[2a01:4f8:140:7334::2]:8333,139.59.167.141:8333,136.243.89.196:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333
518092,00000000000000000017f5fc6b4b12c32605ef7e2d6eb6078d68865ac4d1b0ac,BTPOOL,81.174.249.101:8333,185.194.140.249:8333,139.59.142.195:8333,178.238.227.220:8333,[2a01:4f8:141:448b::2]:8333,5.9.102.100:8333,94.130.10.158:8333,[2a01:4f8:10a:3fe4::2]:8333,94.130.146.34:8333,[2a01:4f8:192:1191::2]:8333
518091,0000000000000000003c628d05b8ce5dfdb6a4c79767d0d248e697d92a7e35c8,BTC.TOP,39.106.144.187:8333,39.106.22.237:8333,[2a01:4f8:192:1191::2]:8333,[2a01:4f8:200:9338::2]:8331,84.16.38.218:8333,94.130.10.158:8333,213.239.196.9:8333,94.130.9.56:8333,185.77.129.119:8333,[2a01:4f8:13b:5c9::2]:8333
518090,0000000000000000002e6ab9fbbe933bcd1143c000c9b02a5f32cb366645ffc1,BTC.TOP,217.160.183.100:8333,[2001:8d8:978:9700::a9:7851]:8333,39.106.22.237:8333,[2a01:4f8:200:9338::2]:8331,[2a01:4f8:192:1191::2]:8333,84.16.38.218:8333,94.130.10.158:8333,95.183.48.118:8333,[2a01:4f8:200:442d::2]:8333,47.91.94.81:8333
518089,0000000000000000004a69f857045aaf6e3e25626acc9754e7117397d14b189c,BTC.com,47.95.211.213:8333,39.106.159.183:8333,144.76.136.19:8333,84.16.38.218:8333,[2a01:4f8:140:7334::2]:8333,[2a01:4f8:192:1191::2]:8333,139.59.167.141:8333,148.251.69.147:8333,[2a01:4f8:200:9338::2]:8331,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333
518088,0000000000000000003d00f23453dba8d54063ed77007c1cfda48a8ef5b33215,ViaBTC,195.201.129.121:8333,[2a01:4f8:1c1c:988::1]:8333,159.100.255.144:8333,88.198.35.38:8333,[2a01:4f8:10a:3fe4::2]:8333,5.9.115.51:8333,5.9.87.26:8333,94.130.140.225:8333,[2a01:4f8:151:8430::2]:8333,188.42.59.116:8333
518087,000000000000000000053dc03e8cd1c70f64caa87dc341b5b8a9c1a78e7d5fb2,CanoePool,d7lt35zaqhcmtta6.onion:8333,hda7fvzq3voh7mu6.onion:8333,5hwqdbwsa55ljmdm.onion:8333,kxsou2ikl3d4pyhv.onion:8333,eiuaj2qjvbn737ph.onion:8333,fsdtnvc3y25g7xpo.onion:8333,suuwyyjkdd6iltfy.onion:8333,wrwx2dy7jyh32o53.onion:8333,jwxyqhp42cmwhqf3.onion:8333
518086,00000000000000000033389e5648690ecc3e764374713ff10928693068784021,BTC.com,78.46.39.198:8333,[2a01:4f8:202:3392::2]:8333,52.56.97.80:8333,47.97.216.111:8333,175.126.62.11:8333,212.123.206.60:8333,112.168.98.102:8333,46.165.221.165:8333,139.59.167.141:8333,112.74.50.226:8333
518085,0000000000000000002a2e3b2a5ef890fb2af547d8196d870eb1ccc51aadc4ee,BWPool,d7lt35zaqhcmtta6.onion:8333,kxsou2ikl3d4pyhv.onion:8333,5hwqdbwsa55ljmdm.onion:8333,ep2mjzox3kvb6ax4.onion:8333,az6wancagfhf65w7.onion:8333,hda7fvzq3voh7mu6.onion:8333,hbnnzteon75un65y.onion:8333,fsdtnvc3y25g7xpo.onion:8333,qepth54daysmpy5y.onion:8333,vk3qjdehyy4dwcxw.onion:8333
518084,0000000000000000002cfa1834afd04667adfb444ac3dea9890670344779f1ff,AntPool,qepth54daysmpy5y.onion:8333,d7lt35zaqhcmtta6.onion:8333,kxsou2ikl3d4pyhv.onion:8333,suuwyyjkdd6iltfy.onion:8333,mre233fe4rhoatw7.onion:8333,hbnnzteon75un65y.onion:8333,fsdtnvc3y25g7xpo.onion:8333
