509375,000000000000000000336c3fb94e5caec1d57591ae08c7afe28043a5d236212b,Bitcoin.com,88.99.146.100:8334,88.99.146.100:8333,[2a01:4f8:10a:2aa3::3]:8333,46.166.148.218:8333,52.59.229.4:8333,5.135.255.224:8333,[2a01:4f8:200:24bb::2]:8333,[2a01:4f8:191:418f::2]:3333,5.9.55.228:8333,188.42.59.116:8333
509374,000000000000000000222864fe44df9a1c7b5dbc71b35ae9aa173697900a8713,BTC.TOP,[2a01:4f8:190:9005::2]:8333,47.95.211.213:8333,136.243.146.69:8333,[2a01:4f8:13b:1342::2]:8333,123.56.9.169:8333,85.10.192.11:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333,18.219.179.103:8333,79.137.57.54:8333,[2a01:4f8:161:6091::2]:8333
509373,0000000000000000004efbc59f7e611b0ee53203697d59853d7494328dc6df2d,unknown,136.243.146.69:8333,[2a01:4f8:171:14c4::2]:8333,[2a01:4f8:161:6091::2]:8333,138.201.19.235:8333,60.205.94.182:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333,109.230.239.51:8333,95.79.102.209:8333,[2a01:4f8:211:1e17::2]:8333,114.55.3.6:8333
509372,000000000000000000069bbb56c1dc835706484d3b839cfbce32033e6a5f816b,ViaBTC,112.74.171.220:8333,47.91.253.239:8333,112.74.33.245:8333,71.60.192.20:8333,[2001:8d8:939:1900::77:9e09]:8333,212.227.253.11:8333,95.213.145.52:8333,109.152.154.27:8333,116.88.75.110:8333,159.8.4.19:8333
509371,0000000000000000001cdb49423af6f89a96480a2d10309c0cb940bad0f5bfbe,SlushPool,[2a01:4f8:151:120c::2]:8333,176.9.78.10:8333,[2a01:4f8:171:b4f::2]:8333,[2a01:4f8:13b:131b::2]:8333,94.130.237.36:8333,138.201.29.5:8333,[2001:41d0:303:4140::]:8333,[2a01:4f8:a0:6415::2]:8333,85.10.192.11:8333,176.9.109.123:8333
509370,00000000000000000007cb21f2d40a41f0341de8fd263647c45dd650ac49a201,AntPool,35.177.140.105:8333,[2001:41d0:2:4975::]:8333,88.99.2.99:9001,[2a02:168:ac05:3:0:242:ac11:2]:8333,178.63.86.20:8333,178.63.69.252:8333,5.9.145.234:8333,[2a01:4f8:212:25::2]:8333,46.4.92.21:8333,185.25.48.36:8333
509369,00000000000000000016d4d27a3686825e8977cb9a1afe6731db5bbc5fe4f55b,F2Pool,138.201.221.83:8333,5.9.59.164:8333,148.251.155.137:8333,[2a01:4f8:161:6091::2]:8333,88.99.146.100:8334,[2001:41d0:1:afd8::]:8333,94.130.204.73:8333,59.110.218.88:8333,94.130.131.239:8333,138.201.131.45:8333
509368,0000000000000000000066d19f01f377ffa60380c0797cfc5a41ecf80c902d53,BTCC,212.83.35.173:8333,121.40.242.139:8333,173.230.136.196:8333,79.160.161.2:8333,62.167.120.208:8333,[2a01:4f8:141:448b::2]:8333,[2a02:2c8:1:400:34::184]:8333,109.225.118.67:8333,24.70.128.40:8333,192.228.101.157:8333
509367,00000000000000000003b182a8b4714ba63585a74dca255cf0f127b6d7dd074c,BTC.com,120.77.36.28:8333,[2a01:4f8:202:7227::2]:8333,148.251.92.40:8333,[2a01:4f8:13b:17cc::2]:8333,[2a01:4f8:10b:2bce::112]:8333,94.130.54.112:8333,91.121.133.162:8333,[2a02:168:6b06:0:c23f:d5ff:fe62:8e98]:8333,[2a01:4f8:162:502d::2]:8333,5.9.109.38:8333
509366,0000000000000000005dcd28566aa6ae87c2a4db319fdb59134cd743763bfb25,ViaBTC,az6wancagfhf65w7.onion:8333,c25itvfvxysjgfji.onion:8333,hyipxou2glnor6ug.onion:8333,xudkoztdfrsuyyou.onion:8333,66ehyqkvke6td4fy.onion:8333,u7mpvxotmnqntyn5.onion:8333,d7lt35zaqhcmtta6.onion:8333,tyya3yxjoj4qtekb.onion:8333,rkdvqcrtfv6yt4oy.onion:8333,dekj4wacywpqsad3.onion:8333
