518230,0000000000000000000ffd93b3e8bfdcd05ae6de4fb8a7d7f8c2a6af67409d58,ViaBTC,5hwqdbwsa55ljmdm.onion:8333,hda7fvzq3voh7mu6.onion:8333,zvp75zlqvlxbbm5n.onion:8333,i3a5xtzfm4xwtybd.onion:8333,alhlegtjkdmbqsvt.onion:8333,r3dsojfhwcm7x7p6.onion:8333,sslnjjhnmwllysv4.onion:8333,l5oddj46pvoddzd4.onion:8333,xub4w3w4wwk56xiq.onion:8333,dganr7dffsacayml.onion:8333
518229,0000000000000000001893459fabcb382d1be8839e0b11117ce67ca713824fea,Bitcoin.com,47.90.6.50:8333,109.236.85.189:8333,114.55.146.142:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333,109.230.239.51:8333,88.198.35.38:8333,[2a01:4f8:13b:4281::2]:8333,211.110.140.62:8333,[2a01:4f8:210:5488::2]:8333,39.106.159.183:8333
518228,000000000000000000247477b86748461433d2766d94d85604f735517961f105,SlushPool,148.251.176.138:8333,[2a01:4f8:211:309::2]:8333,84.219.168.136:8333,62.141.41.59:8333,83.254.172.126:8333,176.9.158.59:8333,78.155.223.212:38333,144.76.136.19:8333,95.183.55.49:8333,109.236.86.39:8333
518227,0000000000000000002376306657cbe2d36c5d7b636f0e9d03fbb8c7334c90eb,BTC.TOP,[2a04:2180:1:c:f000::15]:8333,39.106.159.183:8333,47.93.97.179:8333,84.16.38.218:8333,89.163.148.212:8333,[2a01:4f8:200:44e4::2]:8333,39.106.105.195:8333,81.241.230.253:8333,[2a01:4f8:200:9338::2]:8331,213.239.196.9:8333
518226,000000000000000000097f6d966af9b4fae776c942a14708e848269e01a2ecdc,BTC.TOP,54.36.62.40:18333,35.178.95.164:8333,[2001:470:41:6::2]:8333,216.66.81.6:8333,91.121.166.198:8333,193.138.219.248:8333,47.17.29.96:8333,166.62.100.11:8333,66.66.125.108:8333,208.68.38.182:8333
518225,00000000000000000044c6f5981773a85dd6a51ee4c9c199f5d6f9072dee609b,DPOOL,[2a01:4f8:13b:2f5e::2]:8333,94.130.140.225:8333,92.154.2.105:8333,60.205.208.18:8333,138.68.94.213:8333,94.23.250.222:9444,89.217.190.109:8333,144.76.136.19:8333,18.197.112.112:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333
518224,00000000000000000043f62ad9ee64603535191f861db2badbb51bf7e5a9223f,AntPool,207.182.146.18:8333,24.225.211.74:8333,[2604:ba00:1000:1::226]:8333,97.113.34.254:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333,109.230.239.51:8333,159.89.127.22:8333,88.198.35.38:8333,195.154.80.121:8333,148.251.69.147:8333
518223,00000000000000000046efb455d2f5cc68a80c74b9eaaa89cd5bcfaf0b879a12,F2Pool,117.148.214.221:8333,42.233.251.21:8333,39.106.122.81:8333,47.90.6.50:8333,222.239.218.103:8333,88.99.146.100:8334,39.106.159.183:8333,148.251.19.39:8333,[2a05:bec0:1:1:beee:7bff:fe88:16ba]:8333,109.230.239.51:8333
518222,00000000000000000004c4c72ef2b1824ac6c428ce97763bd2d8db9408ad16e8,AntPool,47.74.234.64:8333,206.189.32.48:8333,54.255.214.76:8333,[2001:41d0:2:5c22::]:8333,94.23.217.34:8333,[2001:41d0:602:910::]:8333,145.239.133.16:8333,[2a01:4f8:150:64e9::2]:8333,188.40.116.75:8333,54.255.242.31:8333
518221,00000000000000000038453f7808faadc7917538eeb21d5c22cb52f0ffd95635,BTC.TOP,faq73vj4pcs73thu.onion:8333,5hwqdbwsa55ljmdm.onion:8333,hda7fvzq3voh7mu6.onion:8333,az6wancagfhf65w7.onion:8333,ep2mjzox3kvb6ax4.onion:8333,fsdtnvc3y25g7xpo.onion:8333,bitcoin4rlfa4wqx.onion:8333,dt74qf2lvpat4w6j.onion:8333,arlocvowxtnlbpo3.onion:8333,mre233fe4rhoatw7.onion:8333
