508441,00000000000000000035a08d4d66da659db449f75e074c6b59dd4ba2afe863a9,ViaBTC,141.0.148.11:8333,[2001:8d8:977:d500::24:6328]:8333,176.9.31.76:8333,[2a01:4f8:150:3343::2]:8333,88.99.150.239:8333,109.230.239.51:8333,47.93.33.61:8333,59.110.218.88:8333,88.99.2.99:9001,176.9.11.43:8333
508440,000000000000000000409e0149d820eb182dad437599b11075f9b29608eeeb3a,SlushPool,Not Found
508439,000000000000000000489e24c0f64b7027cc80d3d20faef1f1cdc3b0daac4019,AntPool,Not Found
508438,000000000000000000426e351903a05831a5ae1d560179da44077da92880725b,BitFury,Not Found
508437,00000000000000000059e387cab2f7e74ac0ff306a3e7622c5a07392c9f1d415,BTC.com,Not Found
508436,0000000000000000005de88acf41e2bcb20545b31cf3fd52e9e3344d0a02f3e1,BTC.TOP,Not Found
508435,0000000000000000004e97f9fe3f2ff935b6e6d8a31faf2aad7b473507b867dc,58COIN,Not Found
508434,00000000000000000056682c1880c3ddcce1a26e9cbacfa7837ab100fa17f10d,unknown,Not Found
508433,00000000000000000023d33e9fe19645e3de79c0ad73dbd7938c17f135f3a831,AntPool,Not Found
508432,0000000000000000000a6d98dd748ed8569dc96054881e371fc7e0522a534dff,AntPool,Not Found
508431,00000000000000000000ddab19d65f88d934953b58cf76d36a14bbb1e9eb7c6a,BTC.com,Not Found
508430,0000000000000000001d9e97b761055e6d4621f4a9239034a63a16173b39c7cc,BitFury,Not Found
508429,0000000000000000005eb7932c0f9cf38b8c10cd208e09477bdd126d198c9281,BTC.com,Not Found
508428,0000000000000000005e103ef5ecbd0cc40cf58d76fa7df3566baa3510edea32,BTC.com,Not Found
508427,0000000000000000000d123700875dd3ff100d0b7cc978714f8f2f945763232c,BTC.com,Not Found
508426,0000000000000000000538ebe79c149b241decd28dc2d9033305f675b8309c93,BWPool,Not Found
508425,00000000000000000017c95626c8c98be93199a4530c721f2cb5d94b36d20074,KanoPool,Not Found
508424,0000000000000000004e313352c28b2a5f2d712d0d847f6024dec01b9a573efb,F2Pool,Not Found
508423,00000000000000000049168023adeaceaaaff5c9c725a009d69e5ccec2aa3461,ViaBTC,Not Found
508422,0000000000000000002af0d7e1b0945ad0f20296d7c2ebfd7a9c9e83da45ea22,SlushPool,Not Found
508421,0000000000000000005ac16efdfff50114d99fdf06be43a18ba56921c4cbf6dc,SlushPool,Not Found
508420,00000000000000000042fa9201074110dfb22a3857b0650891a9b87aa54f2757,ViaBTC,Not Found
508419,0000000000000000002460544370c648afab9634b705c5aa2eed3a2800294855,Bitcoin.com,Not Found
508418,0000000000000000004b9d6b26a873e7dbd7ea0a9a40a9d4ca9331802ad5769d,SlushPool,Not Found
508417,000000000000000000400e2b2d8174a185a71dc73c3d6a8d0f8ae11e85ff9560,F2Pool,Not Found
508416,0000000000000000000b997c414ae862414088869479c5f732ff72209e8effd1,BTC.com,Not Found
508415,000000000000000000279d84d280f12fbc88ed42d7111afd557ef298735cfef7,BTC.com,Not Found
508414,0000000000000000005fd972806faf6df1998851a5d03af9aba7ffd2f88cd465,AntPool,Not Found
508413,00000000000000000047224a94ad03f2f8db002e050d5466f887978a529fd813,ViaBTC,Not Found
508412,00000000000000000032de40c586e1bf071b23ce5d6d20a0df01aeb0e38314be,BTC.com,Not Found
508411,0000000000000000004ffe2c357c77aa7f45a809389712052df53453c59db220,ViaBTC,Not Found
508410,00000000000000000018f115ea43af8c601566c763bc702f01de3962e6c9a9cd,ViaBTC,Not Found
508409,0000000000000000005fca40016cca1c667a5d87e75dff946e3789f8430f89af,BTC.com,Not Found
508408,0000000000000000004a6261b9db447553817ad99595ab759a33de9963a53cb8,BTC.TOP,Not Found
508407,00000000000000000021c77c201a151683ab7f23c050c47a2114b486bc8eaa93,unknown,Not Found
508406,000000000000000000327a00582559bd2b4cb011e12019bbb1b2614a3856217c,AntPool,Not Found
508405,000000000000000000317bee4afe6a98d8457dbdf2cce0c599dcba40ded03b52,BTC.TOP,w2s3zas4six4jryg.onion:8333,u7mpvxotmnqntyn5.onion:8333,dt74qf2lvpat4w6j.onion:8333,75.9.149.46:8333,120.78.15.136:8333,173.249.21.93:8333,174.52.119.173:8333,104.230.142.208:8333,[2002:c0a9:9a62::c0a9:9a62]:8333,163.172.141.27:8333
